From src:'1'	To src:'2'
CHEMBL550453	DB08143
CHEMBL107430	DB05653
CHEMBL2105659	DB05737
CHEMBL404520	DB09093
CHEMBL1092581	DB07238
CHEMBL1258006	DB06090
CHEMBL24828	DB05294
CHEMBL419499	DB02669
CHEMBL434394	DB04861
CHEMBL404216	DB08811
CHEMBL70972	DB06739
CHEMBL1587228	DB13728
CHEMBL316632	DB13606
CHEMBL4462530	DB18823
CHEMBL4129286	DB14906
CHEMBL1201207	DB14669
CHEMBL1235429	DB04376
CHEMBL1589896	DB08957
CHEMBL414157	DB12569
CHEMBL494	DB01088
CHEMBL2107456	DB09211
CHEMBL561057	DB05186
CHEMBL1200453	DB00632
CHEMBL3544919	DB15199
CHEMBL3311228	DB13055
CHEMBL5075255	DB18016
CHEMBL261932	DB06276
CHEMBL215303	DB06160
CHEMBL480193	DB17020
CHEMBL1078178	DB11763
CHEMBL1185568	DB11516
CHEMBL1201746	DB06813
CHEMBL88712	DB16346
CHEMBL575448	DB15399
CHEMBL221181	DB07075
CHEMBL54661	DB00875
CHEMBL2105032	DB04863
CHEMBL3986824	DB14770
CHEMBL1278146	DB11741
CHEMBL1330	DB06409
CHEMBL478524	DB06833
CHEMBL315021	DB01342
CHEMBL1201379	DB11519
CHEMBL2022411	DB01557
CHEMBL3707377	DB14583
CHEMBL1514	DB01227
CHEMBL1472830	DB12708
CHEMBL2104744	DB11440
CHEMBL370143	DB01421
CHEMBL558752	DB05984
CHEMBL1651990	DB13434
CHEMBL5095174	DB18951
CHEMBL3338866	DB15028
CHEMBL385178	DB07183
CHEMBL6068549	DB16930
CHEMBL4216467	DB14840
CHEMBL4297661	DB14944
CHEMBL521686	DB09074
CHEMBL218166	DB04888
CHEMBL379300	DB08073
CHEMBL1372950	DB00699
CHEMBL3703921	DB18970
CHEMBL2105477	DB14720
CHEMBL2364626	DB11787
CHEMBL3707301	DB13276
CHEMBL989	DB00591
CHEMBL3894860	DB15442
CHEMBL4284447	DB18062
CHEMBL1200624	DB00823
CHEMBL1393	DB00421
CHEMBL1201109	DB01260
CHEMBL406393	DB03619
CHEMBL458767	DB04466
CHEMBL305544	DB01347
CHEMBL3623004	DB15138
CHEMBL5190700	DB17096
CHEMBL3040440	DB15273
CHEMBL3301594	DB11796
CHEMBL3921923	DB18725
CHEMBL481931	DB08037
CHEMBL3912251	DB15325
CHEMBL4650286	DB18770
CHEMBL1277072	DB13019
CHEMBL494072	DB08351
CHEMBL1473	DB00588
CHEMBL5095029	DB14955
CHEMBL5172091	DB18632
CHEMBL5427131	DB19088
CHEMBL3964954	DB16843
CHEMBL3545365	DB17191
CHEMBL319111	DB13806
CHEMBL4089731	DB16162
CHEMBL3982690	DB14970
CHEMBL3639788	DB15232
CHEMBL1512949	DB13042
CHEMBL4204794	DB15233
CHEMBL295698	DB05667
CHEMBL3673096	DB18174
CHEMBL1161253	DB04238
CHEMBL104815	DB04125
CHEMBL402548	DB11778
CHEMBL2104445	DB13711
CHEMBL3348846	DB12247
CHEMBL3348846	DB18442
CHEMBL2107389	DB14677
CHEMBL719	DB00410
CHEMBL272427	DB08834
CHEMBL4297626	DB16255
CHEMBL3716552	DB14942
CHEMBL1645462	DB12318
CHEMBL3621969	DB18124
CHEMBL957	DB00559
CHEMBL417	DB00445
CHEMBL4297387	DB12219
CHEMBL559288	DB12492
CHEMBL3187229	DB14678
CHEMBL1200909	DB14632
CHEMBL419667	DB13929
CHEMBL5315324	DB16637
CHEMBL1346	DB00496
CHEMBL281594	DB03701
CHEMBL4297289	DB17234
CHEMBL550961	DB12420
CHEMBL2103846	DB08867
CHEMBL222649	DB03837
CHEMBL513909	DB16107
CHEMBL2104688	DB13091
CHEMBL5095183	DB19043
CHEMBL4297187	DB14889
CHEMBL3137316	DB12198
CHEMBL493982	DB09030
CHEMBL4297649	DB16262
CHEMBL3319236	DB12297
CHEMBL50588	DB13393
CHEMBL4297356	DB14868
CHEMBL1235782	DB02859
CHEMBL47	DB00163
CHEMBL175247	DB01083
CHEMBL46058	DB13259
CHEMBL371668	DB03026
CHEMBL504888	DB14972
CHEMBL286494	DB13014
CHEMBL2028661	DB08822
CHEMBL5189739	DB15982
CHEMBL1189025	DB06598
CHEMBL1963249	DB12128
CHEMBL3414626	DB12920
CHEMBL2106059	DB14639
CHEMBL289191	DB12622
CHEMBL16498	DB11965
CHEMBL78455	DB01678
CHEMBL4799605	DB05796
CHEMBL4802133	DB18064
CHEMBL376488	DB08903
CHEMBL604710	DB12743
CHEMBL584	DB00220
CHEMBL1358	DB00947
CHEMBL1201244	DB00728
CHEMBL201880	DB04689
CHEMBL3182320	DB13124
CHEMBL1269257	DB12309
CHEMBL175633	DB06295
CHEMBL83626	DB05399
CHEMBL236345	DB12892
CHEMBL2051956	DB14068
CHEMBL115	DB00224
CHEMBL231813	DB05521
CHEMBL404519	DB06581
CHEMBL508583	DB06333
CHEMBL3545184	DB12865
CHEMBL354541	DB08827
CHEMBL4638793	DB17104
CHEMBL1256	DB00753
CHEMBL1796999	DB13984
CHEMBL373466	DB01701
CHEMBL285123	DB03929
CHEMBL2111092	DB06405
CHEMBL1232920	DB02515
CHEMBL501174	DB11231
CHEMBL430145	DB04738
CHEMBL4862963	DB19032
CHEMBL938	DB06763
CHEMBL398412	DB19257
CHEMBL500576	DB11630
CHEMBL3251862	DB15981
CHEMBL5183385	DB13054
CHEMBL1684590	DB14081
CHEMBL2105864	DB06549
CHEMBL1230762	DB01762
CHEMBL225986	DB03499
CHEMBL1236315	DB09459
CHEMBL289004	DB02713
CHEMBL1232274	DB02083
CHEMBL406291	DB12126
CHEMBL1200649	DB01369
CHEMBL1916374	DB18759
CHEMBL2107380	DB15527
CHEMBL1201247	DB00014
CHEMBL1205948	DB04781
CHEMBL1770614	DB17147
CHEMBL1235722	DB04352
CHEMBL40422	DB02386
CHEMBL221722	DB12466
CHEMBL993	DB03462
CHEMBL589586	DB14219
CHEMBL556937	DB04594
CHEMBL1314	DB06823
CHEMBL575060	DB00142
CHEMBL2103867	DB13170
CHEMBL4297487	DB18246
CHEMBL476	DB00851
CHEMBL2074932	DB08831
CHEMBL1490434	DB13597
CHEMBL84844	DB03955
CHEMBL257975	DB04122
CHEMBL6068508	DB15993
CHEMBL1682	DB01638
CHEMBL279107	DB03401
CHEMBL303004	DB03260
CHEMBL1140	DB02701
CHEMBL2037002	DB14830
CHEMBL1261	DB04272
CHEMBL1235157	DB03167
CHEMBL4297628	DB12748
CHEMBL1449676	DB13026
CHEMBL1230806	DB02120
CHEMBL1230270	DB07106
CHEMBL1234674	DB02618
CHEMBL1200570	DB09415
CHEMBL472566	DB19372
CHEMBL618	DB03728
CHEMBL2105036	DB13568
CHEMBL1170047	DB13877
CHEMBL247378	DB02207
CHEMBL3184437	DB13269
CHEMBL306226	DB02962
CHEMBL316160	DB14018
CHEMBL1240705	DB18912
CHEMBL121915	DB02818
CHEMBL158766	DB04120
CHEMBL1173328	DB03454
CHEMBL415606	DB06699
CHEMBL3039521	DB05168
CHEMBL1893913	DB15666
CHEMBL1489	DB00928
CHEMBL15063	DB07392
CHEMBL152	DB00369
CHEMBL1403899	DB15963
CHEMBL479843	DB13121
CHEMBL461343	DB13410
CHEMBL20767	DB02459
CHEMBL46293	DB02481
CHEMBL102970	DB00147
CHEMBL339996	DB07114
CHEMBL1233960	DB08082
CHEMBL1233638	DB04713
CHEMBL1229950	DB02534
CHEMBL3092995	DB15203
CHEMBL2103827	DB06262
CHEMBL353955	DB02256
CHEMBL100259	DB02745
CHEMBL1232804	DB02642
CHEMBL92401	DB04818
CHEMBL182	DB01004
CHEMBL61006	DB00397
CHEMBL4650337	DB15665
CHEMBL130266	DB03435
CHEMBL582887	DB03765
CHEMBL1329455	DB09282
CHEMBL802	DB00350
CHEMBL509282	DB13221
CHEMBL443455	DB03218
CHEMBL63895	DB07482
CHEMBL1235143	DB16966
CHEMBL225164	DB15933
CHEMBL336908	DB02662
CHEMBL237370	DB07818
CHEMBL1700554	DB16000
CHEMBL447627	DB07069
CHEMBL421138	DB03828
CHEMBL56279	DB02679
CHEMBL180570	DB14078
CHEMBL1451116	DB13813
CHEMBL1200496	DB01373
CHEMBL1200668	DB01164
CHEMBL1098659	DB09145
CHEMBL1187	DB09394
CHEMBL1644698	DB15952
CHEMBL1368	DB09449
CHEMBL1234886	DB09140
CHEMBL275040	DB21189
CHEMBL1620144	DB20269
CHEMBL44746	DB20030
CHEMBL240390	DB19986
CHEMBL100	DB21154
CHEMBL34913	DB20715
CHEMBL1320139	DB20233
CHEMBL79834	DB19907
CHEMBL2103985	DB20094
CHEMBL3989494	DB20898
CHEMBL300072	DB19563
CHEMBL395414	DB20336
CHEMBL2106093	DB20566
CHEMBL2103933	DB21099
CHEMBL2106594	DB20675
CHEMBL257978	DB20905
CHEMBL1718918	DB20824
CHEMBL2105035	DB20527
CHEMBL2110628	DB21401
CHEMBL70566	DB19670
CHEMBL327407	DB19885
CHEMBL2107589	DB21325
CHEMBL2106102	DB19707
CHEMBL1407844	DB19969
CHEMBL2107197	DB20558
CHEMBL2106961	DB21313
CHEMBL1697839	DB20167
CHEMBL96292	DB19776
CHEMBL2106765	DB19664
CHEMBL1985617	DB20386
CHEMBL2104290	DB20496
CHEMBL1368146	DB20704
CHEMBL316197	DB19548
CHEMBL1876799	DB20865
CHEMBL43482	DB19492
CHEMBL2106982	DB21382
CHEMBL57684	DB20587
CHEMBL435951	DB20609
CHEMBL2104709	DB20693
CHEMBL2105205	DB21318
CHEMBL2105153	DB21237
CHEMBL2106600	DB20394
CHEMBL2103829	DB20529
CHEMBL68262	DB19797
CHEMBL287542	DB19672
CHEMBL114395	DB20876
CHEMBL3040926	DB20593
CHEMBL4594449	DB21469
CHEMBL2106850	DB19709
CHEMBL2104723	DB21204
CHEMBL3989773	DB20982
CHEMBL56318	DB20852
CHEMBL119549	DB20089
CHEMBL12552	DB19948
CHEMBL2107472	DB20020
CHEMBL1742470	DB21348
CHEMBL281764	DB20892
CHEMBL2110907	DB20080
CHEMBL2347597	DB21530
CHEMBL1783734	DB20515
CHEMBL1231506	DB20358
CHEMBL35493	DB20139
CHEMBL2107059	DB20397
CHEMBL1922282	DB20727
CHEMBL2107749	DB20610
CHEMBL2106816	DB20239
CHEMBL3989637	DB20645
CHEMBL6068006	DB20002
CHEMBL343565	DB20124
CHEMBL2104133	DB19600
CHEMBL1891684	DB21310
CHEMBL12531	DB20383
CHEMBL2106805	DB19999
CHEMBL1868301	DB20149
CHEMBL2104211	DB20778
CHEMBL2106008	DB19869
CHEMBL153613	DB19822
CHEMBL114586	DB20058
CHEMBL4468777	DB21485
CHEMBL1367746	DB19613
CHEMBL3670685	DB21421
CHEMBL2114429	DB19623
CHEMBL4097139	DB21572
CHEMBL325166	DB20288
CHEMBL1628662	DB21304
CHEMBL5095071	DB21544
CHEMBL5095237	DB21520
CHEMBL4650279	DB21508
CHEMBL3989527	DB20751
CHEMBL2106127	DB20171
CHEMBL4850295	DB21645
CHEMBL2106431	DB20541
CHEMBL2105653	DB19550
CHEMBL2104680	DB19914
CHEMBL1256717	DB20305
CHEMBL6068024	DB21720
CHEMBL5314450	DB21564
CHEMBL5314519	DB21651
CHEMBL2107076	DB20771
CHEMBL2104625	DB21195
CHEMBL2105380	DB20034
CHEMBL2110719	DB19705
CHEMBL2110991	DB19629
CHEMBL2105104	DB21205
CHEMBL2104120	DB20105
CHEMBL2105249	DB20110
CHEMBL2104935	DB19703
CHEMBL2104706	DB21041
CHEMBL2104249	DB20940
CHEMBL2110693	DB20683
CHEMBL2105921	DB20352
CHEMBL2107259	DB19820
CHEMBL2105582	DB21390
CHEMBL19004	DB21083
CHEMBL2106869	DB19697
CHEMBL2105257	DB20174
CHEMBL2104279	DB20372
CHEMBL2104916	DB21109
CHEMBL2104850	DB20241
CHEMBL2104502	DB20900
CHEMBL2105850	DB20428
CHEMBL148635	DB20550
CHEMBL2104902	DB20001
CHEMBL2104329	DB20474
CHEMBL2103909	DB20767
CHEMBL2106607	DB20696
CHEMBL2105911	DB19824
CHEMBL2107228	DB19872
CHEMBL2110761	DB19636
CHEMBL2105320	DB20722
CHEMBL2106432	DB20719
CHEMBL2104794	DB20724
CHEMBL136298	DB21172
CHEMBL3978527	DB21146
CHEMBL3934885	DB21652
CHEMBL3899477	DB21262
CHEMBL4298165	DB19781
CHEMBL5095426	DB21601
CHEMBL271068	DB20161
CHEMBL316735	DB20151
CHEMBL1977264	DB19495
CHEMBL2111177	DB19966
CHEMBL5810614	DB21473
CHEMBL6068059	DB21696
CHEMBL4300944	DB19539
CHEMBL4760304	DB21507
CHEMBL320656	DB20808
CHEMBL2104569	DB19485
CHEMBL2104130	DB15678
CHEMBL1200691	DB13996
CHEMBL2106111	DB13231
CHEMBL3707281	DB14515
CHEMBL2106123	DB11093
CHEMBL1200706	DB06723
CHEMBL42403	DB11326
CHEMBL125200	DB03722
CHEMBL1619	DB00242
CHEMBL64195	DB09011
CHEMBL1229920	DB02947
CHEMBL1688966	DB17738
CHEMBL452630	DB15916
CHEMBL4594254	DB17065
CHEMBL1092824	DB07591
CHEMBL305686	DB12156
CHEMBL471524	DB02281
CHEMBL7863	DB01352
CHEMBL1230023	DB07001
CHEMBL1752	DB00651
CHEMBL257695	DB03666
CHEMBL107251	DB02044
CHEMBL501351	DB15574
CHEMBL131890	DB02930
CHEMBL15768	DB14156
CHEMBL1213604	DB08255
CHEMBL1232164	DB07645
CHEMBL1037	DB00226
CHEMBL593430	DB12032
CHEMBL487738	DB08134
CHEMBL12856	DB01427
CHEMBL207225	DB02758
CHEMBL1697834	DB01495
CHEMBL2105399	DB08798
CHEMBL438497	DB14933
CHEMBL1234254	DB03735
CHEMBL1235900	DB02148
CHEMBL5218531	DB18959
CHEMBL6607	DB01484
CHEMBL2105616	DB08835
CHEMBL267894	DB01351
CHEMBL448	DB00312
CHEMBL58752	DB12485
CHEMBL1201266	DB06794
CHEMBL200238	DB02909
CHEMBL1213406	DB07055
CHEMBL259833	DB07585
CHEMBL1097615	DB12606
CHEMBL3039529	DB12209
CHEMBL3186751	DB11462
CHEMBL148333	DB07997
CHEMBL1087630	DB04910
CHEMBL1079604	DB00660
CHEMBL1231562	DB07517
CHEMBL126279	DB01566
CHEMBL1697856	DB13278
CHEMBL782	DB01124
CHEMBL278020	DB01400
CHEMBL1230379	DB07160
CHEMBL959	DB00478
CHEMBL427409	DB04808
CHEMBL199441	DB07304
CHEMBL492529	DB08008
CHEMBL194859	DB07635
CHEMBL386049	DB07476
CHEMBL420311	DB13978
CHEMBL1351761	DB16142
CHEMBL376388	DB07854
CHEMBL467505	DB19150
CHEMBL402747	DB07079
CHEMBL4297663	DB13141
CHEMBL4297599	DB17226
CHEMBL44083	DB06445
CHEMBL251932	DB08206
CHEMBL450995	DB08101
CHEMBL425	DB01250
CHEMBL431698	DB08773
CHEMBL3646221	DB12255
CHEMBL1905073	DB12921
CHEMBL380500	DB08694
CHEMBL2106186	DB13708
CHEMBL207994	DB07314
CHEMBL341824	DB04196
CHEMBL1475	DB04571
CHEMBL1326877	DB11221
CHEMBL2059073	DB11185
CHEMBL1328781	DB14728
CHEMBL1897362	DB11419
CHEMBL316308	DB07903
CHEMBL2106996	DB13457
CHEMBL171679	DB00168
CHEMBL489799	DB04295
CHEMBL500	DB00960
CHEMBL4094894	DB16295
CHEMBL817	DB00839
CHEMBL1163068	DB03355
CHEMBL1230004	DB06987
CHEMBL203266	DB09069
CHEMBL703	DB00202
CHEMBL32479	DB09017
CHEMBL711	DB00498
CHEMBL50	DB04216
CHEMBL3348861	DB15645
CHEMBL367463	DB13514
CHEMBL129482	DB19253
CHEMBL686	DB00784
CHEMBL1201192	DB06413
CHEMBL1420319	DB15279
CHEMBL1230268	DB04469
CHEMBL2104521	DB13709
CHEMBL65717	DB13530
CHEMBL457	DB01241
CHEMBL1329203	DB11062
CHEMBL213661	DB07807
CHEMBL375951	DB01861
CHEMBL2107301	DB06575
CHEMBL3182532	DB12162
CHEMBL1232800	DB02509
CHEMBL69330	DB07780
CHEMBL408500	DB08283
CHEMBL363498	DB07198
CHEMBL1231557	DB07511
CHEMBL4748063	DB13927
CHEMBL348000	DB13551
CHEMBL5095241	DB18791
CHEMBL781	DB00579
CHEMBL224060	DB13767
CHEMBL48109	DB02915
CHEMBL2089305	DB18061
CHEMBL1235146	DB08369
CHEMBL3608680	DB15669
CHEMBL321944	DB03046
CHEMBL223512	DB07311
CHEMBL4650310	DB19049
CHEMBL9	DB01059
CHEMBL1207949	DB07420
CHEMBL521078	DB06478
CHEMBL63	DB01954
CHEMBL153984	DB09013
CHEMBL1531134	DB09224
CHEMBL76370	DB01079
CHEMBL1076211	DB06264
CHEMBL2107821	DB12608
CHEMBL1180156	DB19138
CHEMBL8483	DB08324
CHEMBL467754	DB03013
CHEMBL431210	DB04368
CHEMBL192154	DB06875
CHEMBL2105199	DB06529
CHEMBL600828	DB02636
CHEMBL388590	DB12319
CHEMBL4585668	DB15463
CHEMBL2107396	DB06499
CHEMBL3187723	DB11967
CHEMBL554496	DB08788
CHEMBL1233882	DB08054
CHEMBL2178579	DB12135
CHEMBL104444	DB09193
CHEMBL1908324	DB13836
CHEMBL46817	DB07562
CHEMBL267648	DB00487
CHEMBL5201490	DB18911
CHEMBL220513	DB07804
CHEMBL549344	DB12476
CHEMBL406117	DB12692
CHEMBL2325014	DB14856
CHEMBL260585	DB07287
CHEMBL3916243	DB15307
CHEMBL495898	DB08111
CHEMBL282724	DB06268
CHEMBL445162	DB07253
CHEMBL21156	DB04716
CHEMBL324842	DB16865
CHEMBL2104805	DB15491
CHEMBL280728	DB01207
CHEMBL487739	DB07704
CHEMBL258940	DB12966
CHEMBL62492	DB02989
CHEMBL1950553	DB12443
CHEMBL2103877	DB09040
CHEMBL1205402	DB05143
CHEMBL1192517	DB13550
CHEMBL497058	DB08027
CHEMBL4650330	DB16733
CHEMBL219321	DB06597
CHEMBL507282	DB04983
CHEMBL294199	DB06774
CHEMBL3186422	DB02955
CHEMBL86554	DB03784
CHEMBL236036	DB14119
CHEMBL4297527	DB11838
CHEMBL4297350	DB11819
CHEMBL2133806	DB13113
CHEMBL1773683	DB12888
CHEMBL232566	DB08173
CHEMBL3545164	DB17078
CHEMBL969	DB01588
CHEMBL4303594	DB13993
CHEMBL2104970	DB11647
CHEMBL891	DB01147
CHEMBL3039520	DB11732
CHEMBL125236	DB07423
CHEMBL1231535	DB02450
CHEMBL1622	DB00158
CHEMBL1625607	DB13808
CHEMBL1228	DB03585
CHEMBL257704	DB12177
CHEMBL1233206	DB07874
CHEMBL92404	DB07785
CHEMBL1235735	DB08491
CHEMBL294951	DB06153
CHEMBL2110862	DB13794
CHEMBL1673303	DB07938
CHEMBL375112	DB07848
CHEMBL1651913	DB13398
CHEMBL458624	DB08105
CHEMBL528988	DB08106
CHEMBL11	DB00458
CHEMBL498623	DB12994
CHEMBL1088749	DB02573
CHEMBL2387541	DB11755
CHEMBL2106571	DB01521
CHEMBL218382	DB08416
CHEMBL3354350	DB12576
CHEMBL3092944	DB16764
CHEMBL3707310	DB17992
CHEMBL237127	DB07832
CHEMBL527066	DB06995
CHEMBL2216863	DB16137
CHEMBL3707347	DB11873
CHEMBL1206161	DB15099
CHEMBL366312	DB07655
CHEMBL4297606	DB12058
CHEMBL5314430	DB17384
CHEMBL2107834	DB08931
CHEMBL428462	DB07859
CHEMBL221170	DB07245
CHEMBL319669	DB06532
CHEMBL64579	DB03173
CHEMBL2104462	DB13579
CHEMBL4742157	DB16106
CHEMBL87580	DB06883
CHEMBL325109	DB13511
CHEMBL22108	DB08801
CHEMBL107400	DB07425
CHEMBL23254	DB02733
CHEMBL1697766	DB12710
CHEMBL353846	DB15795
CHEMBL4446357	DB18967
CHEMBL2110760	DB13203
CHEMBL2206292	DB12360
CHEMBL2107212	DB12407
CHEMBL2107431	DB12474
CHEMBL1901620	DB02304
CHEMBL419380	DB13753
CHEMBL548	DB00917
CHEMBL27810	DB04846
CHEMBL304784	DB07558
CHEMBL215226	DB04263
CHEMBL1159973	DB03565
CHEMBL1160160	DB14214
CHEMBL4541964	DB14790
CHEMBL1231545	DB07507
CHEMBL4297473	DB14995
CHEMBL1082407	DB08899
CHEMBL226403	DB08358
CHEMBL569766	DB18091
CHEMBL452289	DB07181
CHEMBL2163631	DB16462
CHEMBL1779046	DB18810
CHEMBL522892	DB05928
CHEMBL67776	DB13118
CHEMBL225071	DB00293
CHEMBL2043437	DB11978
CHEMBL68828	DB08775
CHEMBL32	DB00218
CHEMBL1232399	DB07689
CHEMBL245067	DB16771
CHEMBL1722893	DB15888
CHEMBL487182	DB12093
CHEMBL305187	DB08954
CHEMBL2104523	DB08810
CHEMBL407009	DB02338
CHEMBL2104940	DB13353
CHEMBL4650341	DB16962
CHEMBL2057301	DB12972
CHEMBL1236882	DB08752
CHEMBL144673	DB08958
CHEMBL3311227	DB17758
CHEMBL4297392	DB12959
CHEMBL2105401	DB13451
CHEMBL223402	DB15197
CHEMBL297453	DB12116
CHEMBL4594444	DB16279
CHEMBL1235103	DB08350
CHEMBL330498	DB15590
CHEMBL1232461	DB16239
CHEMBL516023	DB07945
CHEMBL459177	DB07140
CHEMBL3188355	DB14668
CHEMBL3185463	DB18969
CHEMBL331378	DB13166
CHEMBL1278118	DB19010
CHEMBL161084	DB09175
CHEMBL2107351	DB19073
CHEMBL2355317	DB09177
CHEMBL1234354	DB11974
CHEMBL5095197	DB18808
CHEMBL1201392	DB00663
CHEMBL117391	DB04975
CHEMBL2104932	DB13610
CHEMBL1766	DB00547
CHEMBL1213033	DB01429
CHEMBL4297488	DB16061
CHEMBL2147777	DB11950
CHEMBL1201250	DB00767
CHEMBL4080062	DB16035
CHEMBL3545154	DB12114
CHEMBL2105080	DB13534
CHEMBL2107448	DB13643
CHEMBL300982	DB04725
CHEMBL1095283	DB13506
CHEMBL4297590	DB15031
CHEMBL3989968	DB14987
CHEMBL5095245	DB18110
CHEMBL2106071	DB00453
CHEMBL254832	DB08980
CHEMBL245678	DB07629
CHEMBL4297587	DB15247
CHEMBL382311	DB08003
CHEMBL1322884	DB13717
CHEMBL258040	DB07220
CHEMBL294144	DB05422
CHEMBL3356433	DB16009
CHEMBL2105385	DB13605
CHEMBL178803	DB09223
CHEMBL4759342	DB09173
CHEMBL1575	DB01196
CHEMBL519260	DB13368
CHEMBL1234151	DB04732
CHEMBL1201048	DB14655
CHEMBL3545027	DB12854
CHEMBL301829	DB13053
CHEMBL4594417	DB16065
CHEMBL1614650	DB12185
CHEMBL3183740	DB18793
CHEMBL31965	DB05424
CHEMBL2104619	DB06229
CHEMBL3693786	DB15449
CHEMBL4297461	DB14882
CHEMBL3421729	DB19034
CHEMBL1069	DB00177
CHEMBL2022968	DB15187
CHEMBL2106999	DB13484
CHEMBL3275586	DB13784
CHEMBL1551	DB01586
CHEMBL561540	DB08010
CHEMBL562317	DB08384
CHEMBL1980297	DB11694
CHEMBL1079175	DB16828
CHEMBL113051	DB06721
CHEMBL4297346	DB13135
CHEMBL231779	DB06605
CHEMBL120708	DB02008
CHEMBL46618	DB06635
CHEMBL2111084	DB12459
CHEMBL4862901	DB16406
CHEMBL244342	DB08749
CHEMBL4297505	DB12705
CHEMBL24778	DB06207
CHEMBL270190	DB06274
CHEMBL106187	DB03957
CHEMBL2115116	DB14221
CHEMBL4078100	DB17018
CHEMBL282121	DB12554
CHEMBL1742466	DB12212
CHEMBL3085436	DB06827
CHEMBL4250860	DB15401
CHEMBL3653256	DB16331
CHEMBL3113734	DB12837
CHEMBL2142592	DB12550
CHEMBL4297436	DB12186
CHEMBL3911164	DB13126
CHEMBL391910	DB07991
CHEMBL2355051	DB00882
CHEMBL4297595	DB15224
CHEMBL286364	DB03642
CHEMBL1501	DB01047
CHEMBL589583	DB13312
CHEMBL4081588	DB19208
CHEMBL4297518	DB11792
CHEMBL2105107	DB04796
CHEMBL250711	DB17036
CHEMBL104186	DB19216
CHEMBL4297283	DB13106
CHEMBL4303309	DB16846
CHEMBL4227721	DB14862
CHEMBL3936761	DB15035
CHEMBL226335	DB01698
CHEMBL298734	DB06448
CHEMBL2110585	DB05460
CHEMBL3674570	DB12504
CHEMBL1201752	DB04845
CHEMBL2105085	DB12079
CHEMBL490029	DB15242
CHEMBL5314555	DB18300
CHEMBL209720	DB04685
CHEMBL3657311	DB17570
CHEMBL1201321	DB01501
CHEMBL91649	DB02449
CHEMBL247951	DB15212
CHEMBL4447181	DB19190
CHEMBL4298159	DB17863
CHEMBL3186453	DB11487
CHEMBL1201271	DB00354
CHEMBL4297582	DB15321
CHEMBL6068526	DB18988
CHEMBL5314428	DB17525
CHEMBL2181367	DB14859
CHEMBL490672	DB11878
CHEMBL376140	DB00560
CHEMBL46286	DB04865
CHEMBL115357	DB03891
CHEMBL445236	DB04350
CHEMBL4297361	DB13097
CHEMBL4297495	DB15244
CHEMBL1201058	DB14498
CHEMBL116455	DB15429
CHEMBL252557	DB03085
CHEMBL1551365	DB16560
CHEMBL504	DB01093
CHEMBL3984425	DB16296
CHEMBL3113974	DB12800
CHEMBL206834	DB11851
CHEMBL1201294	DB01081
CHEMBL3975522	DB16147
CHEMBL4802163	DB16463
CHEMBL169	DB15588
CHEMBL481854	DB14037
CHEMBL2104149	DB01459
CHEMBL4650214	DB18245
CHEMBL2110579	DB06645
CHEMBL247481	DB14477
CHEMBL5314969	DB18306
CHEMBL300138	DB06486
CHEMBL3647420	DB14993
CHEMBL5314913	DB19008
CHEMBL4303649	DB06505
CHEMBL1230227	DB12410
CHEMBL1201322	DB09552
CHEMBL3989871	DB15011
CHEMBL1487	DB01076
CHEMBL3414621	DB12887
CHEMBL357488	DB02432
CHEMBL1085699	DB09238
CHEMBL4594305	DB16400
CHEMBL1237210	DB01892
CHEMBL2397415	DB15688
CHEMBL4297659	DB15381
CHEMBL504323	DB18146
CHEMBL1397	DB01263
CHEMBL532	DB00199
CHEMBL207197	DB04869
CHEMBL58547	DB12370
CHEMBL295666	DB01735
CHEMBL330546	DB14475
CHEMBL284377	DB04522
CHEMBL1259	DB01336
CHEMBL2029605	DB15188
CHEMBL254219	DB01396
CHEMBL564085	DB13179
CHEMBL1201304	DB09374
CHEMBL4297525	DB12678
CHEMBL1201748	DB06772
CHEMBL1956820	DB12876
CHEMBL2107372	DB15384
CHEMBL1200690	DB14642
CHEMBL406270	DB04447
CHEMBL1232960	DB02111
CHEMBL1463	DB01099
CHEMBL225983	DB14756
CHEMBL352219	DB17705
CHEMBL553426	DB04454
CHEMBL3545305	DB13006
CHEMBL2103839	DB06233
CHEMBL3301675	DB08890
CHEMBL930	DB00130
CHEMBL2106599	DB16004
CHEMBL1374069	DB03911
CHEMBL113178	DB11142
CHEMBL1213467	DB03862
CHEMBL443732	DB01833
CHEMBL3186112	DB13526
CHEMBL1006	DB01143
CHEMBL1467	DB00437
CHEMBL727	DB00352
CHEMBL90	DB05381
CHEMBL3544977	DB13041
CHEMBL4297496	DB15372
CHEMBL295830	DB04620
CHEMBL1229967	DB01635
CHEMBL2111164	DB13719
CHEMBL3945401	DB01666
CHEMBL609880	DB03485
CHEMBL1614854	DB02379
CHEMBL1222152	DB03989
CHEMBL292439	DB15458
CHEMBL56053	DB01739
CHEMBL1046	DB00513
CHEMBL97893	DB04551
CHEMBL220087	DB02417
CHEMBL573	DB00627
CHEMBL72628	DB05483
CHEMBL24147	DB11085
CHEMBL473159	DB12944
CHEMBL26128	DB03298
CHEMBL2107333	DB08908
CHEMBL3104237	DB05724
CHEMBL410968	DB11467
CHEMBL47405	DB12736
CHEMBL406050	DB05448
CHEMBL1234282	DB03879
CHEMBL442951	DB04046
CHEMBL1234443	DB03434
CHEMBL589752	DB03974
