Purple Book Monthly Historical Data Changes Report - June 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,,,,
N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,License Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Approval Date,Inter. Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,Inter. Supplement Number,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date,Patent List Provided
,Pfizer Inc.,761099,Zirabev,bevacizumab-bvzr,351(k) Biosimilar,100MG/4ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,27-Jun-19,,bevacizumab,Avastin,,Original,,2001,001,CDER,,,,,,
,Pfizer Inc.,761099,Zirabev,bevacizumab-bvzr,351(k) Biosimilar,400MG/16ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,27-Jun-19,,bevacizumab,Avastin,,Original,,2001,002,CDER,,,,,,
,"Samsung Bioepis Co., Ltd.",761100,Ontruzant,trastuzumab-dttb,351(k) Biosimilar,150MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,18-Jan-19,,trastuzumab,Herceptin,,Original,,2046,001,CDER,,,,,,
,"Samsung Bioepis Co., Ltd.",761100,Ontruzant,trastuzumab-dttb,351(k) Biosimilar,420MG,For Injection,Intravenous,Multi-Dose Vial,Rx,Licensed,20-Mar-20,,trastuzumab,Herceptin,5,Supplement,,2046,002,CDER,,,,,,
,Servier Pharmaceuticals LLC,761102,Asparlas,calaspargase pegol-mknl,351(a),"3,750UNITS/5ML (750UNITS/ML)",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Dec-18,,N/A,N/A,,Original,,2125,001,CDER,,,,,1-Feb-01,
,Pfizer Ireland Pharmaceuticals Unlimited Company,761103,Ruxience,rituximab-pvvr,351(k) Biosimilar,100MG/10ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,23-Jul-19,,rituximab,Rituxan,,Original,,2060,001,CDER,,,,,,
,Pfizer Ireland Pharmaceuticals Unlimited Company,761103,Ruxience,rituximab-pvvr,351(k) Biosimilar,500MG/50ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,23-Jul-19,,rituximab,Rituxan,,Original,,2060,002,CDER,,,,,,
,AstraZeneca AB,761104,Lumoxiti,moxetumomab pasudotox-tdfk,351(a),1MG,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,13-Sep-18,,N/A,N/A,,Original,,2059,001,CDER,,,,,13-Sep-25,
,AbbVie Inc.,761105,Skyrizi,risankizumab-rzaa,351(a),75MG/0.83ML,Injection,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,23-Apr-19,,N/A,N/A,,Original,,1889,001,CDER,,,,,,
,AbbVie Inc.,761105,Skyrizi,risankizumab-rzaa,351(a),150MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,26-Apr-21,,N/A,N/A,9,Supplement,,1889,002,CDER,,,,,,
,AbbVie Inc.,761105,Skyrizi,risankizumab-rzaa,351(a),150MG/ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,26-Apr-21,,N/A,N/A,10,Supplement,,1889,003,CDER,,,,,,
,AbbVie Inc.,761105,Skyrizi,risankizumab-rzaa,351(a),180MG/1.2ML (150MG/ML),Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,23-Sep-22,,N/A,N/A,18,Supplement,,1889,004,CDER,,,,,,
,AbbVie Inc.,761105,Skyrizi,risankizumab-rzaa,351(a),360MG/2.4ML (150MG/ML),Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,16-Jun-22,,N/A,N/A,16,Supplement,,1889,005,CDER,,,,,,
,AbbVie Inc.,761105,Skyrizi,risankizumab-rzaa,351(a),90MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,22-Mar-23,,N/A,N/A,24,Supplement,,1889,006,CDER,,,,,,
,AbbVie Inc.,761105,Skyrizi,risankizumab-rzaa,351(a),180MG/1.2ML (150MG/ML),Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,3-Sep-25,,N/A,N/A,39,Supplement,,1889,007,CDER,,,,,,
,"Genentech, Inc.",761106,Herceptin Hylecta,trastuzumab and hyaluronidase-oysk,351(a),"600MG/5ML;10,000 UNITS/5ML (120MG/2,000UNITS/ML)",Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,28-Feb-19,,N/A,N/A,,Original,,1048,001,CDER,,,,,,
,Swedish Orphan Biovitrum AB (publ),761107,Gamifant,emapalumab-lzsg,351(a),10MG/2ML (5MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Nov-18,,N/A,N/A,,Original,,1859,001,CDER,,,,,20-Nov-25,
,Swedish Orphan Biovitrum AB (publ),761107,Gamifant,emapalumab-lzsg,351(a),50MG/10ML (5MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Nov-18,,N/A,N/A,,Original,,1859,002,CDER,,,,,20-Nov-25,
,Swedish Orphan Biovitrum AB (publ),761107,Gamifant,emapalumab-lzsg,351(a),100MG/20ML (5MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,26-Jun-20,,N/A,N/A,4,Supplement,,1859,003,CDER,,,,,20-Nov-25,
,Swedish Orphan Biovitrum AB (publ),761107,Gamifant,emapalumab-lzsg,351(a),50MG/2ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7-Jun-23,,N/A,N/A,15,Supplement,,1859,004,CDER,,,,,20-Nov-25,
,Swedish Orphan Biovitrum AB (publ),761107,Gamifant,emapalumab-lzsg,351(a),100MG/4ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7-Jun-23,,N/A,N/A,15,Supplement,,1859,005,CDER,,,,,20-Nov-25,
,Swedish Orphan Biovitrum AB (publ),761107,Gamifant,emapalumab-lzsg,351(a),250MG/10ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7-Jun-23,,N/A,N/A,15,Supplement,,1859,006,CDER,,,,,20-Nov-25,
,"Alexion Pharmaceuticals, Inc.",761108,Ultomiris,ravulizumab-cwvz,351(a),300MG/30ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Dec-18,,N/A,N/A,,Original,,1743,001,CDER,,,,,7-Jun-28,
,"Alexion Pharmaceuticals, Inc.",761108,Ultomiris,ravulizumab-cwvz,351(a),300MG/3ML (100MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-Oct-20,,N/A,N/A,5,Supplement,,1743,002,CDER,,,,,7-Jun-28,
,"Alexion Pharmaceuticals, Inc.",761108,Ultomiris,ravulizumab-cwvz,351(a),"1,100MG/11ML (100MG/ML)",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-Oct-20,,N/A,N/A,5,Supplement,,1743,003,CDER,,,,,7-Jun-28,
,"Alexion Pharmaceuticals, Inc.",761108,Ultomiris,ravulizumab-cwvz,351(a),245MG/3.5ML (70MG/ML),Injection,Subcutaneous,Single-Dose Cartridge,Rx,Licensed,22-Jun-22,,N/A,N/A,21,Supplement,,1743,004,CDER,,,,,7-Jun-28,
,Eli Lilly and Company,761109,Lyumjev,insulin lispro-aabc,351(a),"1,000UNITS/10ML (100UNITS/ML)",Injection,"Intravenous, Subcutaneous",Multi-Dose Vial,Rx,Licensed,15-Jun-20,,N/A,N/A,,Original,,1891,001,CDER,,,,,,
,Eli Lilly and Company,761109,Lyumjev,insulin lispro-aabc,351(a),300UNITS/3ML (100UNITS/ML),Injection,"Intravenous, Subcutaneous",Autoinjector,Disc,Licensed,15-Jun-20,,N/A,N/A,,Original,,1891,002,CDER,,,,,,
,Eli Lilly and Company,761109,Lyumjev,insulin lispro-aabc,351(a),300UNITS/3ML (100UNITS/ML),Injection,"Intravenous, Subcutaneous",Autoinjector,Rx,Licensed,15-Jun-20,,N/A,N/A,,Original,,1891,003,CDER,,,,,,
,Eli Lilly and Company,761109,Lyumjev,insulin lispro-aabc,351(a),300UNITS/3ML (100UNITS/ML),Injection,"Intravenous, Subcutaneous",Autoinjector,Rx,Licensed,15-Jun-20,,N/A,N/A,,Original,,1891,004,CDER,,,,,,
,Eli Lilly and Company,761109,Lyumjev,insulin lispro-aabc,351(a),300UNITS/3ML (100UNITS/ML),Injection,"Intravenous, Subcutaneous",Multi-Dose Cartridge,Disc,Licensed,15-Jun-20,,N/A,N/A,,Original,,1891,005,CDER,,,,,,
,Eli Lilly and Company,761109,Lyumjev,insulin lispro-aabc,351(a),600UNITS/3ML (200UNITS/ML),Injection,"Intravenous, Subcutaneous",Autoinjector,Rx,Licensed,15-Jun-20,,N/A,N/A,,Original,,1891,006,CDER,,,,,,
,"Hospira Inc., a Pfizer Company",761111,Nyvepria,pegfilgrastim-apgf,351(k) Biosimilar,6MG/0.6ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,10-Jun-20,,pegfilgrastim,Neulasta,,Original,,1974,001,CDER,,,,,,
,Ablynx NV,761112,Cablivi,caplacizumab-yhdp,351(a),11MG,For injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,6-Feb-19,,N/A,N/A,,Original,,2085,001,CDER,,,,,6-Feb-26,
,Sanofi-Aventis U.S. LLC,761113,Sarclisa,isatuximab-irfc,351(a),100MG/5ML (20MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,2-Mar-20,,N/A,N/A,,Original,,1752,001,CDER,,,,,20-Sep-31,
,Sanofi-Aventis U.S. LLC,761113,Sarclisa,isatuximab-irfc,351(a),500MG/25ML (20MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,2-Mar-20,,N/A,N/A,,Original,,1752,002,CDER,,,,,20-Sep-31,
,"Gilead Sciences, Inc.",761115,Trodelvy,sacituzumab govitecan-hziy,351(a),180MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Apr-20,,N/A,N/A,,Original,,2258,001,CDER,,,,,,
,"Stemline Therapeutics, Inc.",761116,Elzonris,tagraxofusp-erzs,351(a),"1,000MCG/1ML",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Dec-18,,N/A,N/A,,Original,,2088,001,CDER,,,,,21-Dec-25,
,Pfizer Inc.,761118,Abrilada,adalimumab-afzb,351(k) Interchangeable,40MG/0.8ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,15-Nov-19,4-Oct-23,adalimumab,Humira,,Original,7,2001,001,CDER,,,,,,
,Pfizer Inc.,761118,Abrilada,adalimumab-afzb,351(k) Interchangeable,40MG/0.8ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,15-Nov-19,4-Oct-23,adalimumab,Humira,,Original,7,2001,002,CDER,,,,,,
,Pfizer Inc.,761118,Abrilada,adalimumab-afzb,351(k) Interchangeable,20MG/0.4ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,15-Nov-19,4-Oct-23,adalimumab,Humira,,Original,7,2001,003,CDER,,,,,,
,Pfizer Inc.,761118,Abrilada,adalimumab-afzb,351(k) Interchangeable,10MG/0.2ML,Injection,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,15-Nov-19,4-Oct-23,adalimumab,Humira,,Original,7,2001,004,CDER,,,,,,
,Pfizer Inc.,761118,Abrilada,adalimumab-afzb,351(k) Interchangeable,40MG/0.8ML,Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,15-Nov-19,4-Oct-23,adalimumab,Humira,,Original,7,2001,005,CDER,,,,,,
,"Lundbeck Seattle BioPharmaceuticals, Inc.",761119,Vyepti,eptinezumab-jjmr,351(a),100MG/ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Feb-20,,N/A,N/A,,Original,,2097,001,CDER,,,,,,
,"Genentech, Inc.",761121,Polivy,polatuzumab vedotin-piiq,351(a),140MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10-Jun-19,,N/A,N/A,,Original,,1048,001,CDER,,,,,19-Apr-30,
,"Genentech, Inc.",761121,Polivy,polatuzumab vedotin-piiq,351(a),30MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,18-Sep-20,,N/A,N/A,3,Supplement,,1048,002,CDER,,,,,19-Apr-30,
,GlaxoSmithKline LLC,761122,Nucala,mepolizumab,351(a),100MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,6-Jun-19,,N/A,N/A,,Original,,1727,001,CDER,,,,,,
,GlaxoSmithKline LLC,761122,Nucala,mepolizumab,351(a),100MG/ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,6-Jun-19,,N/A,N/A,,Original,,1727,002,CDER,,,,,,
,GlaxoSmithKline LLC,761122,Nucala,mepolizumab,351(a),100MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,6-Jun-19,,N/A,N/A,,Original,,1727,003,CDER,,,,,,
,GlaxoSmithKline LLC,761122,Nucala,mepolizumab,351(a),40MG/0.4ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,22-Jan-22,,N/A,N/A,8,Supplement,,1727,004,CDER,,,,,,
,AstraZeneca AB,761123,Saphnelo,anifrolumab-fnia,351(a),300MG/2ML (150MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,30-Jul-21,,N/A,N/A,,Original,,2059,001,CDER,,,,,,
,Novartis Pharmaceuticals Corporation,761125,Beovu,brolucizumab-dbll,351(a),6MG/0.05ML,Injection,Intravitreal,Single-Dose Vial,Rx,Licensed,7-Oct-19,,N/A,N/A,,Original,,1244,001,CDER,,,,,,
,Novartis Pharmaceuticals Corporation,761125,Beovu,brolucizumab-dbll,351(a),6MG/0.05ML,Injection,Intravitreal,Pre-Filled Syringe,Rx,Licensed,27-May-22,,N/A,N/A,8,Supplement,,1244,002,CDER,,,,,,
,"Tanvex BioPharma USA, Inc.",761126,Nypozi,filgrastim-txid,351(k) Biosimilar,300MCG/0.5ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,28-Jun-24,,filgrastim,Neupogen,,Original,,2259,001,CDER,,,,,,
,"Tanvex BioPharma USA, Inc.",761126,Nypozi,filgrastim-txid,351(k) Biosimilar,480MCG/0.8ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,28-Jun-24,,filgrastim,Neupogen,,Original,,2259,002,CDER,,,,,,
,"Revance Therapeutics, Inc.",761127,Daxxify,daxibotulinumtoxinA-lanm,351(a),50UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,7-Sep-22,,N/A,N/A,,Original,,2101,001,CDER,,,,,,
,"Revance Therapeutics, Inc.",761127,Daxxify,daxibotulinumtoxinA-lanm,351(a),100UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,7-Sep-22,,N/A,N/A,,Original,,2101,002,CDER,,,,,,
,Novartis Pharmaceuticals Corporation,761128,Adakveo,crizanlizumab-tmca,351(a),100MG/10ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,15-Nov-19,,N/A,N/A,,Original,,1244,001,CDER,,,,,15-Nov-26,
,"Takeda Pharmaceuticals U.S.A., Inc.",761133,Entyvio,vedolizumab,351(a),108MG/0.68ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,27-Sep-23,,N/A,N/A,,Original,,1898,001,CDER,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",761133,Entyvio Pen,vedolizumab,351(a),108MG/0.68ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,27-Sep-23,,N/A,N/A,,Original,,1898,002,CDER,,,,,,
,Evive Biotechnology Singapore PTE. LTD.,761134,Ryzneuta,efbemalenograstim alfa-vuxw,351(a),20MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,16-Nov-23,,N/A,N/A,,Original,,2248,001,CDER,,,,,,
,"Celgene Corporation, a Bristol-Myers Squibb Company",761136,Reblozyl,luspatercept-aamt,351(a),25MG/VIAL,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,8-Nov-19,,N/A,N/A,,Original,,2252,001,CDER,,,,,28-Aug-30,
,"Celgene Corporation, a Bristol-Myers Squibb Company",761136,Reblozyl,luspatercept-aamt,351(a),75MG/VIAL,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,8-Nov-19,,N/A,N/A,,Original,,2252,002,CDER,,,,,28-Aug-30,
,"Astellas Pharma US, Inc.",761137,Padcev,enfortumab vedotin-ejfv,351(a),20MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,18-Dec-19,,N/A,N/A,,Original,,2124,001,CDER,,,,,,
,"Astellas Pharma US, Inc.",761137,Padcev,enfortumab vedotin-ejfv,351(a),30MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,18-Dec-19,,N/A,N/A,,Original,,2124,002,CDER,,,,,,
,"Daiichi Sankyo, Inc",761139,Enhertu,fam-trastuzumab deruxtecan-nxki,351(a),100MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,20-Dec-19,,N/A,N/A,,Original,,2128,001,CDER,,,,,15-Jan-28,
,Amgen Inc.,761140,Riabni,rituximab-arrx,351(k) Biosimilar,100MG/10ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,17-Dec-20,,rituximab,Rituxan,,Original,,1080,001,CDER,,,,,,
,Amgen Inc.,761140,Riabni,rituximab-arrx,351(k) Biosimilar,500MG/50ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,17-Dec-20,,rituximab,Rituxan,,Original,,1080,002,CDER,,,,,,
,Horizon Therapeutics Ireland DAC,761142,Uplizna,inebilizumab-cdon,351(a),100MG/10ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Jun-20,,N/A,N/A,,Original,,2022,001,CDER,,,,,11-Jun-27,
,Horizon Therapeutics Ireland DAC,761143,Tepezza,teprotumumab-trbw,351(a),500MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Jan-20,,N/A,N/A,,Original,,2022,001,CDER,,,,,21-Jan-27,
,"Janssen Biotech, Inc.",761145,Darzalex Faspro,daratumumab and hyaluronidase-fihj,351(a),"1800MG/15ML; 30,000UNITS/15ML (120MG/2,000UNITS/ML)",Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,1-May-20,,N/A,N/A,,Original,,1864,001,CDER,,,,,15-Jan-28,
,Endo Global Aesthetics Limited,761146,Qwo,collagenase clostridium histolyticum-aaes,351(a),.92MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,6-Jul-20,,N/A,N/A,,Original,,2136,001,CDER,,,,,,
,Endo Global Aesthetics Limited,761146,Qwo,collagenase clostridium histolyticum-aaes,351(a),1.84MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,6-Jul-20,,N/A,N/A,,Original,,2136,002,CDER,,,,,,
,Accord BioPharma Inc.,761147,Ennumo,pegfilgrastim-pccg,351(k) Biosimilar,6MG/0.6ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,7-May-26,,pegfilgrastim,Neulasta,,Original,,2105,001,CDER,,,,,,
,"Assertio Specialty Pharmaceuticals, LLC",761148,Rolvedon,eflapegrastim-xnst,351(a),13.2MG/0.6ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,9-Sep-22,,N/A,N/A,,Original,,2428,001,CDER,,,,,,
,"Genentech, Inc.",761149,Enspryng,satralizumab-mwge,351(a),120MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,14-Aug-20,,N/A,N/A,,Original,,1048,001,CDER,,,,,14-Aug-27,
,MacroGenics Inc.,761150,Margenza,margetuximab-cmkb,351(a),250MG/10ML (25MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,16-Dec-20,,N/A,N/A,,Original,,2139,001,CDER,,,,,,
,"UCB, Inc.",761151,Bimzelx,bimekizumab-bkzx,351(a),160MG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,17-Oct-23,,N/A,N/A,,Original,,1736,001,CDER,,,,,,
,"UCB, Inc.",761151,Bimzelx,bimekizumab-bkzx,351(a),160MG/ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,17-Oct-23,,N/A,N/A,,Original,,1736,002,CDER,,,,,,
,"UCB, Inc.",761151,Bimzelx,bimekizumab-bkzx,351(a),320MG/2ML (160MG/2ML),Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,11-Oct-24,,N/A,N/A,9,Supplement,,1736,003,CDER,,,,,,
,"UCB, Inc.",761151,Bimzelx,bimekizumab-bkzx,351(a),320MG/2ML (160MG/2ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,11-Oct-24,,N/A,N/A,9,Supplement,,1736,004,CDER,,,,,,
,Omeros Corporation,761152,Yartemlea,narsoplimab-wuug,351(a),370MG/2ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,23-Dec-25,,N/A,N/A,,Original,,2141,001,CDER,,,,,,
,Biocon Biologics Inc.,761154,Hulio,adalimumab-fkjp,351(k) Interchangeable,40MG/0.8ML,Injection,Subcutaneous,Autoinjector,Rx,Licensed,6-Jul-20,5-Feb-25,adalimumab,Humira,,Original,9,2324,001,CDER,,,,,,
,Biocon Biologics Inc.,761154,Hulio,adalimumab-fkjp,351(k) Interchangeable,40MG/0.8ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,6-Jul-20,5-Feb-25,adalimumab,Humira,,Original,9,2324,002,CDER,,,,,,
,Biocon Biologics Inc.,761154,Hulio,adalimumab-fkjp,351(k) Interchangeable,20MG/0.4ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,6-Jul-20,5-Feb-25,adalimumab,Humira,,Original,9,2324,003,CDER,,,,,,
,Novo Nordisk Inc.,761156,Sogroya,somapacitan-beco,351(a),10MG/1.5ML (6.7MG/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,28-Aug-20,,N/A,N/A,,Original,,1261,001,CDER,,,,,,
,Novo Nordisk Inc.,761156,Sogroya,somapacitan-beco,351(a),5MG/1.5ML (3.3MG/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,1-Oct-21,,N/A,N/A,1,Supplement,,1261,002,CDER,,,,,,
,Novo Nordisk Inc.,761156,Sogroya,somapacitan-beco,351(a),15MG/1.5ML (10MG/ML),Injection,Subcutaneous,Autoinjector,Rx,Licensed,28-Apr-23,,N/A,N/A,5,Supplement,,1261,003,CDER,,,,,,
,GlaxoSmithKline Intellectual Property Development Ltd. England,761158,Blenrep,belantamab mafodotin-blmf,351(a),100MG,For Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,5-Aug-20,,N/A,N/A,,Original,,2148,001,CDER,,,,,5-Aug-27,
,Chiesi Farmaceutici S.p.A.,761161,Elfabrio,pegunigalsidase alfa-iwxj,351(a),20MG/10ML (2MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-May-23,,N/A,N/A,,Original,,2245,001,CDER,,,,,,
,Chiesi Farmaceutici S.p.A.,761161,Elfabrio,pegunigalsidase alfa-iwxj,351(a),5MG/2.5ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,17-May-24,,N/A,N/A,2,Supplement,,2245,002,CDER,,,,,,
,Incyte Corporation,761163,Monjuvi,tafasitamab-cxix,351(a),200MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Jul-20,,N/A,N/A,,Original,,2228,001,CDER,,,,,31-Jul-27,
,"Recordati Rare Diseases, Inc.",761164,Enjaymo,sutimlimab-jome,351(a),"1,100MG/22ML (50MG/ML)",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,4-Feb-22,,N/A,N/A,,Original,,1899,001,CDER,,,,,4-Feb-29,
,Sandoz Inc.,761165,Cimerli,ranibizumab-eqrn,351(k) Interchangeable,10MG/ML (0.5MG/0.05ML),Injection,Intravitreal,Single-Dose Vial,Rx,Licensed,2-Aug-22,2-Aug-22,ranibizumab,Lucentis,,Original, ,2003,001,CDER,,,3-Oct-23,,,
,Sandoz Inc.,761165,Cimerli,ranibizumab-eqrn,351(k) Interchangeable,6MG/ML (0.3MG/0.05ML),Injection,Intravitreal,Single-Dose Vial,Rx,Licensed,2-Aug-22,2-Aug-22,ranibizumab,Lucentis,,Original, ,2003,002,CDER,,,3-Oct-23,,,
,PharmaEssentia Corporation,761166,Besremi,ropeginterferon alfa-2b-njft,351(a),500MCG/ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,12-Nov-21,,N/A,N/A,,Original,,2155,001,CDER,,,,,12-Nov-28,
,"Regeneron Pharmaceuticals, Inc.",761169,Inmazeb,"atoltivimab, maftivimab, and odesivimab-ebgn",351(a),"241.7MG, 241.7MG, 241.7MG/14.5ML (16.67MG, 16.67MG, 16.67MG/ML)",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,14-Oct-20,,N/A,N/A,,Original,,1760,001,CDER,,,,,14-Oct-27,
,"Regeneron Pharmaceuticals, Inc.",761169,Inmazeb,"atoltivimab, maftivimab, and odesivimab-ebgn",351(a),"483.3MG, 483.3MG, 483.3MG/14.5ML (33.33MG, 33.33MG, 33.33MG/ML)",Injection,Intravenous,Single-Dose Vial,Rx,Licensed,29-Sep-21,,N/A,N/A,2,Supplement,,1760,002,CDER,,,,,14-Oct-27,
,"Genentech, Inc.",761170,Phesgo,"pertuzumab, trastuzumab, and hyaluronidase-zzxf",351(a),"1,200MG, 600MG, 30,000UNITS/15ML (80MG, 40MG, 2,000UNITS/ML)",Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,29-Jun-20,,N/A,N/A,,Original,,1048,001,CDER,,,,,,
,"Genentech, Inc.",761170,Phesgo,"pertuzumab, trastuzumab, and hyaluronidase-zzxf",351(a),"600MG, 600MG, 20,000UNITS/10ML (60MG, 60MG, 2,000UNITS/ML)",Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,29-Jun-20,,N/A,N/A,,Original,,1048,002,CDER,,,,,,
,"Y-mABs Therapeutics, Inc",761171,Danyelza,naxitamab-gqgk,351(a),40MG/10ML (4MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,25-Nov-20,,N/A,N/A,,Original,,2209,001,CDER,,,,,25-Nov-27,
,Emergent Manufacturing Operations Baltimore LLC,761172,Ebanga,ansuvimab-zykl,351(a),400MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Dec-20,,N/A,N/A,,Original,,2083,001,CDER,,,,,21-Dec-27,
,"Fresenius Kabi USA, LLC",761173,Stimufend,pegfilgrastim-fpgk,351(k) Biosimilar,6MG/0.6ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,1-Sep-22,,pegfilgrastim,Neulasta,,Original,,2146,001,CDER,,,,,,
,GlaxoSmithKline LLC,761174,Jemperli,dostarlimab-gxly,351(a),500MG/10ML (50MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,22-Apr-21,,N/A,N/A,,Original,,1727,001,CDER,,,,,,
